LABEL,CODE,DESC
DIAGNOSIS_1835,1835,"Malignant neoplasm of round ligament of uterus"
DIAGNOSIS_1838,1838,"Malignant neoplasm of other specified sites of uterine adnexa"
DIAGNOSIS_1839,1839,"Malignant neoplasm of uterine adnexa\, unspecified site"
DIAGNOSIS_1840,1840,"Malignant neoplasm of vagina"
DIAGNOSIS_1841,1841,"Malignant neoplasm of labia majora"
DIAGNOSIS_1842,1842,"Malignant neoplasm of labia minora"
DIAGNOSIS_1843,1843,"Malignant neoplasm of clitoris"
DIAGNOSIS_1844,1844,"Malignant neoplasm of vulva\, unspecified site"
DIAGNOSIS_1848,1848,"Malignant neoplasm of other specified sites of female genital organs"
DIAGNOSIS_1849,1849,"Malignant neoplasm of female genital organ\, site unspecified"
DIAGNOSIS_185,185,"Malignant neoplasm of prostate"
DIAGNOSIS_1860,1860,"Malignant neoplasm of undescended testis"
DIAGNOSIS_1869,1869,"Malignant neoplasm of other and unspecified testis"
DIAGNOSIS_1871,1871,"Malignant neoplasm of prepuce"
DIAGNOSIS_1872,1872,"Malignant neoplasm of glans penis"
DIAGNOSIS_1873,1873,"Malignant neoplasm of body of penis"
DIAGNOSIS_1874,1874,"Malignant neoplasm of penis\, part unspecified"
DIAGNOSIS_1875,1875,"Malignant neoplasm of epididymis"
DIAGNOSIS_1876,1876,"Malignant neoplasm of spermatic cord"
DIAGNOSIS_1877,1877,"Malignant neoplasm of scrotum"
DIAGNOSIS_1878,1878,"Malignant neoplasm of other specified sites of male genital organs"
DIAGNOSIS_1879,1879,"Malignant neoplasm of male genital organ\, site unspecified"
DIAGNOSIS_1880,1880,"Malignant neoplasm of trigone of urinary bladder"
DIAGNOSIS_1881,1881,"Malignant neoplasm of dome of urinary bladder"
DIAGNOSIS_1882,1882,"Malignant neoplasm of lateral wall of urinary bladder"
DIAGNOSIS_1883,1883,"Malignant neoplasm of anterior wall of urinary bladder"
DIAGNOSIS_1884,1884,"Malignant neoplasm of posterior wall of urinary bladder"
DIAGNOSIS_1885,1885,"Malignant neoplasm of bladder neck"
DIAGNOSIS_1886,1886,"Malignant neoplasm of ureteric orifice"
DIAGNOSIS_1887,1887,"Malignant neoplasm of urachus"
DIAGNOSIS_1888,1888,"Malignant neoplasm of other specified sites of bladder"
DIAGNOSIS_1889,1889,"Malignant neoplasm of bladder\, part unspecified"
DIAGNOSIS_1890,1890,"Malignant neoplasm of kidney\, except pelvis"
DIAGNOSIS_1891,1891,"Malignant neoplasm of renal pelvis"
DIAGNOSIS_1892,1892,"Malignant neoplasm of ureter"
DIAGNOSIS_1893,1893,"Malignant neoplasm of urethra"
DIAGNOSIS_1894,1894,"Malignant neoplasm of paraurethral glands"
DIAGNOSIS_1898,1898,"Malignant neoplasm of other specified sites of urinary organs"
DIAGNOSIS_1899,1899,"Malignant neoplasm of urinary organ\, site unspecified"
DIAGNOSIS_1900,1900,"Malignant neoplasm of eyeball\, except conjunctiva\, cornea\, retina\, and choroid"
DIAGNOSIS_1901,1901,"Malignant neoplasm of orbit"
DIAGNOSIS_1902,1902,"Malignant neoplasm of lacrimal gland"
DIAGNOSIS_1903,1903,"Malignant neoplasm of conjunctiva"
DIAGNOSIS_1904,1904,"Malignant neoplasm of cornea"
DIAGNOSIS_1905,1905,"Malignant neoplasm of retina"
DIAGNOSIS_1906,1906,"Malignant neoplasm of choroid"
DIAGNOSIS_1907,1907,"Malignant neoplasm of lacrimal duct"
DIAGNOSIS_1908,1908,"Malignant neoplasm of other specified sites of eye"
DIAGNOSIS_1909,1909,"Malignant neoplasm of eye\, part unspecified"
DIAGNOSIS_1910,1910,"Malignant neoplasm of cerebrum\, except lobes and ventricles"
DIAGNOSIS_1911,1911,"Malignant neoplasm of frontal lobe"
DIAGNOSIS_1912,1912,"Malignant neoplasm of temporal lobe"
DIAGNOSIS_1913,1913,"Malignant neoplasm of parietal lobe"
DIAGNOSIS_1914,1914,"Malignant neoplasm of occipital lobe"
DIAGNOSIS_1915,1915,"Malignant neoplasm of ventricles"
DIAGNOSIS_1916,1916,"Malignant neoplasm of cerebellum nos"
DIAGNOSIS_1917,1917,"Malignant neoplasm of brain stem"
DIAGNOSIS_1918,1918,"Malignant neoplasm of other parts of brain"
DIAGNOSIS_1919,1919,"Malignant neoplasm of brain\, unspecified"
DIAGNOSIS_1920,1920,"Malignant neoplasm of cranial nerves"
DIAGNOSIS_1921,1921,"Malignant neoplasm of cerebral meninges"
DIAGNOSIS_1922,1922,"Malignant neoplasm of spinal cord"
DIAGNOSIS_1923,1923,"Malignant neoplasm of spinal meninges"
DIAGNOSIS_1928,1928,"Malignant neoplasm of other specified sites of nervous system"
DIAGNOSIS_1929,1929,"Malignant neoplasm of nervous system\, part unspecified"
DIAGNOSIS_193,193,"Malignant neoplasm of thyroid gland"
DIAGNOSIS_1940,1940,"Malignant neoplasm of adrenal gland"
DIAGNOSIS_1941,1941,"Malignant neoplasm of parathyroid gland"
DIAGNOSIS_1943,1943,"Malignant neoplasm of pituitary gland and craniopharyngeal duct"
DIAGNOSIS_1944,1944,"Malignant neoplasm of pineal gland"
DIAGNOSIS_1945,1945,"Malignant neoplasm of carotid body"
DIAGNOSIS_1946,1946,"Malignant neoplasm of aortic body and other paraganglia"
DIAGNOSIS_1948,1948,"Malignant neoplasm of other endocrine glands and related structures"
DIAGNOSIS_1949,1949,"Malignant neoplasm of endocrine gland\, site unspecified"
DIAGNOSIS_1950,1950,"Malignant neoplasm of head\, face\, and neck"
DIAGNOSIS_1951,1951,"Malignant neoplasm of thorax"
DIAGNOSIS_1952,1952,"Malignant neoplasm of abdomen"
DIAGNOSIS_1953,1953,"Malignant neoplasm of pelvis"
DIAGNOSIS_1954,1954,"Malignant neoplasm of upper limb"
DIAGNOSIS_1955,1955,"Malignant neoplasm of lower limb"
DIAGNOSIS_1958,1958,"Malignant neoplasm of other specified sites"
DIAGNOSIS_1960,1960,"Secondary and unspecified malignant neoplasm of lymph nodes of head\, face\, and neck"
DIAGNOSIS_1961,1961,"Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes"
DIAGNOSIS_1962,1962,"Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes"
DIAGNOSIS_1963,1963,"Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb"
DIAGNOSIS_1965,1965,"Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb"
DIAGNOSIS_1966,1966,"Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes"
DIAGNOSIS_1968,1968,"Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites"
DIAGNOSIS_1969,1969,"Secondary and unspecified malignant neoplasm of lymph nodes\, site unspecified"
DIAGNOSIS_1970,1970,"Secondary malignant neoplasm of lung"
DIAGNOSIS_1971,1971,"Secondary malignant neoplasm of mediastinum"
DIAGNOSIS_1972,1972,"Secondary malignant neoplasm of pleura"
DIAGNOSIS_1973,1973,"Secondary malignant neoplasm of other respiratory organs"
DIAGNOSIS_1974,1974,"Secondary malignant neoplasm of small intestine including duodenum"
DIAGNOSIS_1975,1975,"Secondary malignant neoplasm of large intestine and rectum"
DIAGNOSIS_1976,1976,"Secondary malignant neoplasm of retroperitoneum and peritoneum"
DIAGNOSIS_1977,1977,"Malignant neoplasm of liver\, secondary"
DIAGNOSIS_1978,1978,"Secondary malignant neoplasm of other digestive organs and spleen"
DIAGNOSIS_1980,1980,"Secondary malignant neoplasm of kidney"
DIAGNOSIS_1981,1981,"Secondary malignant neoplasm of other urinary organs"
DIAGNOSIS_1982,1982,"Secondary malignant neoplasm of skin"
DIAGNOSIS_1983,1983,"Secondary malignant neoplasm of brain and spinal cord"
DIAGNOSIS_1984,1984,"Secondary malignant neoplasm of other parts of nervous system"
DIAGNOSIS_1985,1985,"Secondary malignant neoplasm of bone and bone marrow"
DIAGNOSIS_1986,1986,"Secondary malignant neoplasm of ovary"
DIAGNOSIS_1987,1987,"Secondary malignant neoplasm of adrenal gland"
DIAGNOSIS_19881,19881,"Secondary malignant neoplasm of breast"
DIAGNOSIS_20077,20077,"Large cell lymphoma\, spleen"
DIAGNOSIS_20078,20078,"Large cell lymphoma\, lymph nodes of multiple sites"
DIAGNOSIS_2278,2278,"Benign neoplasm of other endocrine glands and related structures"
DIAGNOSIS_2279,2279,"Benign neoplasm of endocrine gland\, site unspecified"
DIAGNOSIS_22800,22800,"Hemangioma of unspecified site"
DIAGNOSIS_22801,22801,"Hemangioma of skin and subcutaneous tissue"
DIAGNOSIS_22802,22802,"Hemangioma of intracranial structures"
DIAGNOSIS_22803,22803,"Hemangioma of retina"
DIAGNOSIS_22804,22804,"Hemangioma of intra-abdominal structures"
DIAGNOSIS_22809,22809,"Hemangioma of other sites"
DIAGNOSIS_2281,2281,"Lymphangioma\, any site"
DIAGNOSIS_2290,2290,"Benign neoplasm of lymph nodes"
DIAGNOSIS_2298,2298,"Benign neoplasm of other specified sites"
DIAGNOSIS_2299,2299,"Benign neoplasm of unspecified site"
DIAGNOSIS_2300,2300,"Carcinoma in situ of lip\, oral cavity\, and pharynx"
DIAGNOSIS_2301,2301,"Carcinoma in situ of esophagus"
DIAGNOSIS_2302,2302,"Carcinoma in situ of stomach"
DIAGNOSIS_2303,2303,"Carcinoma in situ of colon"
DIAGNOSIS_2304,2304,"Carcinoma in situ of rectum"
DIAGNOSIS_2305,2305,"Carcinoma in situ of anal canal"
DIAGNOSIS_2306,2306,"Carcinoma in situ of anus\, unspecified"
DIAGNOSIS_2307,2307,"Carcinoma in situ of other and unspecified parts of intestine"
DIAGNOSIS_2308,2308,"Carcinoma in situ of liver and biliary system"
DIAGNOSIS_2309,2309,"Carcinoma in situ of other and unspecified digestive organs"
DIAGNOSIS_2310,2310,"Carcinoma in situ of larynx"
DIAGNOSIS_2311,2311,"Carcinoma in situ of trachea"
DIAGNOSIS_2312,2312,"Carcinoma in situ of bronchus and lung"
DIAGNOSIS_2318,2318,"Carcinoma in situ of other specified parts of respiratory system"
DIAGNOSIS_2319,2319,"Carcinoma in situ of respiratory system\, part unspecified"
DIAGNOSIS_2320,2320,"Carcinoma in situ of skin of lip"
DIAGNOSIS_2321,2321,"Carcinoma in situ of eyelid\, including canthus"
DIAGNOSIS_2322,2322,"Carcinoma in situ of skin of ear and external auditory canal"
DIAGNOSIS_2323,2323,"Carcinoma in situ of skin of other and unspecified parts of face"
DIAGNOSIS_2324,2324,"Carcinoma in situ of scalp and skin of neck"
DIAGNOSIS_2325,2325,"Carcinoma in situ of skin of trunk\, except scrotum"
DIAGNOSIS_2326,2326,"Carcinoma in situ of skin of upper limb\, including shoulder"
DIAGNOSIS_2327,2327,"Carcinoma in situ of skin of lower limb\, including hip"
DIAGNOSIS_2328,2328,"Carcinoma in situ of other specified sites of skin"
DIAGNOSIS_2329,2329,"Carcinoma in situ of skin\, site unspecified"
DIAGNOSIS_2330,2330,"Carcinoma in situ of breast"
DIAGNOSIS_2331,2331,"Carcinoma in situ of cervix uteri"
DIAGNOSIS_2332,2332,"Carcinoma in situ of other and unspecified parts of uterus"
DIAGNOSIS_23330,23330,"Carcinoma in situ\, unspecified female genital organ"
DIAGNOSIS_23331,23331,"Carcinoma in situ\, vagina"
DIAGNOSIS_23332,23332,"Carcinoma in situ\, vulva"
DIAGNOSIS_23339,23339,"Carcinoma in situ\, other female genital organ"
DIAGNOSIS_2334,2334,"Carcinoma in situ of prostate"
DIAGNOSIS_2335,2335,"Carcinoma in situ of penis"
DIAGNOSIS_2336,2336,"Carcinoma in situ of other and unspecified male genital organs"
DIAGNOSIS_2337,2337,"Carcinoma in situ of bladder"
DIAGNOSIS_2339,2339,"Carcinoma in situ of other and unspecified urinary organs"
DIAGNOSIS_2340,2340,"Carcinoma in situ of eye"
DIAGNOSIS_2348,2348,"Carcinoma in situ of other specified sites"
DIAGNOSIS_2349,2349,"Carcinoma in situ\, site unspecified"
DIAGNOSIS_2350,2350,"Neoplasm of uncertain behavior of major salivary glands"
DIAGNOSIS_2351,2351,"Neoplasm of uncertain behavior of lip\, oral cavity\, and pharynx"
DIAGNOSIS_2352,2352,"Neoplasm of uncertain behavior of stomach\, intestines\, and rectum"
DIAGNOSIS_2353,2353,"Neoplasm of uncertain behavior of liver and biliary passages"
DIAGNOSIS_2354,2354,"Neoplasm of uncertain behavior of retroperitoneum and peritoneum"
DIAGNOSIS_29634,29634,"Major depressive affective disorder\, recurrent episode\, severe\, specified as with psychotic behavior"
DIAGNOSIS_29635,29635,"Major depressive affective disorder\, recurrent episode\, in partial or unspecified remission"
DIAGNOSIS_29636,29636,"Major depressive affective disorder\, recurrent episode\, in full remission"
DIAGNOSIS_29640,29640,"Bipolar I disorder\, most recent episode (or current) manic\, unspecified"
DIAGNOSIS_29641,29641,"Bipolar I disorder\, most recent episode (or current) manic\, mild"
DIAGNOSIS_29642,29642,"Bipolar I disorder\, most recent episode (or current) manic\, moderate"
DIAGNOSIS_29643,29643,"Bipolar I disorder\, most recent episode (or current) manic\, severe\, without mention of psychotic behavior"
DIAGNOSIS_29644,29644,"Bipolar I disorder\, most recent episode (or current) manic\, severe\, specified as with psychotic behavior"
DIAGNOSIS_29645,29645,"Bipolar I disorder\, most recent episode (or current) manic\, in partial or unspecified remission"
DIAGNOSIS_29646,29646,"Bipolar I disorder\, most recent episode (or current) manic\, in full remission"
DIAGNOSIS_29650,29650,"Bipolar I disorder\, most recent episode (or current) depressed\, unspecified"
DIAGNOSIS_29651,29651,"Bipolar I disorder\, most recent episode (or current) depressed\, mild"
DIAGNOSIS_29652,29652,"Bipolar I disorder\, most recent episode (or current) depressed\, moderate"
DIAGNOSIS_29653,29653,"Bipolar I disorder\, most recent episode (or current) depressed\, severe\, without mention of psychotic behavior"
DIAGNOSIS_29654,29654,"Bipolar I disorder\, most recent episode (or current) depressed\, severe\, specified as with psychotic behavior"
DIAGNOSIS_29655,29655,"Bipolar I disorder\, most recent episode (or current) depressed\, in partial or unspecified remission"
DIAGNOSIS_29656,29656,"Bipolar I disorder\, most recent episode (or current) depressed\, in full remission"
DIAGNOSIS_29660,29660,"Bipolar I disorder\, most recent episode (or current) mixed\, unspecified"
DIAGNOSIS_29661,29661,"Bipolar I disorder\, most recent episode (or current) mixed\, mild"
DIAGNOSIS_29662,29662,"Bipolar I disorder\, most recent episode (or current) mixed\, moderate"
DIAGNOSIS_29663,29663,"Bipolar I disorder\, most recent episode (or current) mixed\, severe\, without mention of psychotic behavior"
DIAGNOSIS_29664,29664,"Bipolar I disorder\, most recent episode (or current) mixed\, severe\, specified as with psychotic behavior"
DIAGNOSIS_29665,29665,"Bipolar I disorder\, most recent episode (or current) mixed\, in partial or unspecified remission"
DIAGNOSIS_29666,29666,"Bipolar I disorder\, most recent episode (or current) mixed\, in full remission"
DIAGNOSIS_2967,2967,"Bipolar I disorder\, most recent episode (or current) unspecified"
DIAGNOSIS_29680,29680,"Bipolar disorder\, unspecified"
DIAGNOSIS_29681,29681,"Atypical manic disorder"
DIAGNOSIS_29682,29682,"Atypical depressive disorder"
DIAGNOSIS_29689,29689,"Other bipolar disorders"
DIAGNOSIS_29690,29690,"Unspecified episodic mood disorder"
DIAGNOSIS_29699,29699,"Other specified episodic mood disorder"
DIAGNOSIS_2970,2970,"Paranoid state\, simple"
DIAGNOSIS_2971,2971,"Delusional disorder"
DIAGNOSIS_2972,2972,"Paraphrenia"
DIAGNOSIS_2973,2973,"Shared psychotic disorder"
DIAGNOSIS_2978,2978,"Other specified paranoid states"
DIAGNOSIS_2979,2979,"Unspecified paranoid state"
DIAGNOSIS_2980,2980,"Depressive type psychosis"
DIAGNOSIS_2981,2981,"Excitative type psychosis"
DIAGNOSIS_2982,2982,"Reactive confusion"
DIAGNOSIS_2983,2983,"Acute paranoid reaction"
DIAGNOSIS_2984,2984,"Psychogenic paranoid psychosis"
DIAGNOSIS_2988,2988,"Other and unspecified reactive psychosis"
DIAGNOSIS_2989,2989,"Unspecified psychosis"
DIAGNOSIS_29900,29900,"Autistic disorder\, current or active state"
DIAGNOSIS_29901,29901,"Autistic disorder\, residual state"
DIAGNOSIS_29910,29910,"Childhood disintegrative disorder\, current or active state"
DIAGNOSIS_29911,29911,"Childhood disintegrative disorder\, residual state"
DIAGNOSIS_29980,29980,"Other specified pervasive developmental disorders\, current or active state"
DIAGNOSIS_29981,29981,"Other specified pervasive developmental disorders\, residual state"
DIAGNOSIS_29990,29990,"Unspecified pervasive developmental disorder\, current or active state"
DIAGNOSIS_29991,29991,"Unspecified pervasive developmental disorder\, residual state"
DIAGNOSIS_30000,30000,"Anxiety state\, unspecified"
DIAGNOSIS_30001,30001,"Panic disorder without agoraphobia"
DIAGNOSIS_30002,30002,"Generalized anxiety disorder"
DIAGNOSIS_30009,30009,"Other anxiety states"
DIAGNOSIS_30010,30010,"Hysteria\, unspecified"
DIAGNOSIS_30011,30011,"Conversion disorder"
DIAGNOSIS_30012,30012,"Dissociative amnesia"
DIAGNOSIS_30013,30013,"Dissociative fugue"
DIAGNOSIS_30014,30014,"Dissociative identity disorder"
DIAGNOSIS_30015,30015,"Dissociative disorder or reaction\, unspecified"
DIAGNOSIS_30016,30016,"Factitious disorder with predominantly psychological signs and symptoms"
DIAGNOSIS_30019,30019,"Other and unspecified factitious illness"
DIAGNOSIS_30020,30020,"Phobia\, unspecified"
DIAGNOSIS_30021,30021,"Agoraphobia with panic disorder"
DIAGNOSIS_30022,30022,"Agoraphobia without mention of panic attacks"
DIAGNOSIS_30023,30023,"Social phobia"
DIAGNOSIS_30029,30029,"Other isolated or specific phobias"
DIAGNOSIS_3003,3003,"Obsessive-compulsive disorders"
DIAGNOSIS_3004,3004,"Dysthymic disorder"
DIAGNOSIS_3005,3005,"Neurasthenia"
DIAGNOSIS_3006,3006,"Depersonalization disorder"
DIAGNOSIS_3007,3007,"Hypochondriasis"
DIAGNOSIS_30081,30081,"Somatization disorder"
DIAGNOSIS_30082,30082,"Undifferentiated somatoform disorder"
DIAGNOSIS_30089,30089,"Other somatoform disorders"
DIAGNOSIS_3009,3009,"Unspecified nonpsychotic mental disorder"
DIAGNOSIS_3010,3010,"Paranoid personality disorder"
DIAGNOSIS_30110,30110,"Affective personality disorder\, unspecified"
DIAGNOSIS_30111,30111,"Chronic hypomanic personality disorder"
DIAGNOSIS_30112,30112,"Chronic depressive personality disorder"
DIAGNOSIS_30113,30113,"Cyclothymic disorder"
DIAGNOSIS_30120,30120,"Schizoid personality disorder\, unspecified"
DIAGNOSIS_30121,30121,"Introverted personality"
DIAGNOSIS_30122,30122,"Schizotypal personality disorder"
DIAGNOSIS_3013,3013,"Explosive personality disorder"
DIAGNOSIS_3014,3014,"Obsessive-compulsive personality disorder"
DIAGNOSIS_30150,30150,"Histrionic personality disorder\, unspecified"
DIAGNOSIS_30151,30151,"Chronic factitious illness with physical symptoms"
DIAGNOSIS_30159,30159,"Other histrionic personality disorder"
DIAGNOSIS_3016,3016,"Dependent personality disorder"
DIAGNOSIS_3017,3017,"Antisocial personality disorder"
DIAGNOSIS_30181,30181,"Narcissistic personality disorder"
DIAGNOSIS_30182,30182,"Avoidant personality disorder"
DIAGNOSIS_30183,30183,"Borderline personality disorder"
DIAGNOSIS_30184,30184,"Passive-aggressive personality"
DIAGNOSIS_30189,30189,"Other personality disorders"
DIAGNOSIS_3019,3019,"Unspecified personality disorder"
DIAGNOSIS_3020,3020,"Ego-dystonic sexual orientation"
DIAGNOSIS_3021,3021,"Zoophilia"
DIAGNOSIS_3022,3022,"Pedophilia"
DIAGNOSIS_3023,3023,"Transvestic fetishism"
DIAGNOSIS_3024,3024,"Exhibitionism"
DIAGNOSIS_30250,30250,"Trans-sexualism with unspecified sexual history"
DIAGNOSIS_30251,30251,"Trans-sexualism with asexual history"
DIAGNOSIS_30252,30252,"Trans-sexualism with homosexual history"
DIAGNOSIS_30253,30253,"Trans-sexualism with heterosexual history"
DIAGNOSIS_3026,3026,"Gender identity disorder in children"
DIAGNOSIS_30270,30270,"Psychosexual dysfunction\, unspecified"
DIAGNOSIS_30271,30271,"Hypoactive sexual desire disorder"
DIAGNOSIS_30272,30272,"Psychosexual dysfunction with inhibited sexual excitement"
DIAGNOSIS_30273,30273,"Female orgasmic disorder"
DIAGNOSIS_30274,30274,"Male orgasmic disorder"
DIAGNOSIS_30275,30275,"Premature ejaculation"
DIAGNOSIS_30276,30276,"Dyspareunia\, psychogenic"
DIAGNOSIS_30279,30279,"Psychosexual dysfunction with other specified psychosexual dysfunctions"
DIAGNOSIS_30281,30281,"Fetishism"
DIAGNOSIS_30282,30282,"Voyeurism"
DIAGNOSIS_30283,30283,"Sexual masochism"
DIAGNOSIS_30284,30284,"Sexual sadism"
DIAGNOSIS_2832,2832,"Hemoglobinuria due to hemolysis from external causes"
DIAGNOSIS_2839,2839,"Acquired hemolytic anemia\, unspecified"
DIAGNOSIS_28401,28401,"Constitutional red blood cell aplasia"
DIAGNOSIS_30289,30289,"Other specified psychosexual disorders"
DIAGNOSIS_3029,3029,"Unspecified psychosexual disorder"
DIAGNOSIS_30300,30300,"Acute alcoholic intoxication in alcoholism\, unspecified"
DIAGNOSIS_30301,30301,"Acute alcoholic intoxication in alcoholism\, continuous"
DIAGNOSIS_30302,30302,"Acute alcoholic intoxication in alcoholism\, episodic"
DIAGNOSIS_30303,30303,"Acute alcoholic intoxication in alcoholism\, in remission"
DIAGNOSIS_30390,30390,"Other and unspecified alcohol dependence\, unspecified"
DIAGNOSIS_30391,30391,"Other and unspecified alcohol dependence\, continuous"
DIAGNOSIS_30392,30392,"Other and unspecified alcohol dependence\, episodic"
DIAGNOSIS_30393,30393,"Other and unspecified alcohol dependence\, in remission"
DIAGNOSIS_30400,30400,"Opioid type dependence\, unspecified"
DIAGNOSIS_30401,30401,"Opioid type dependence\, continuous"
DIAGNOSIS_30402,30402,"Opioid type dependence\, episodic"
DIAGNOSIS_30403,30403,"Opioid type dependence\, in remission"
DIAGNOSIS_30410,30410,"Sedative\, hypnotic or anxiolytic dependence\, unspecified"
DIAGNOSIS_30411,30411,"Sedative\, hypnotic or anxiolytic dependence\, continuous"
DIAGNOSIS_30412,30412,"Sedative\, hypnotic or anxiolytic dependence\, episodic"
DIAGNOSIS_30413,30413,"Sedative\, hypnotic or anxiolytic dependence\, in remission"
DIAGNOSIS_30420,30420,"Cocaine dependence\, unspecified"
DIAGNOSIS_30421,30421,"Cocaine dependence\, continuous"
DIAGNOSIS_30422,30422,"Cocaine dependence\, episodic"
DIAGNOSIS_30423,30423,"Cocaine dependence\, in remission"
DIAGNOSIS_30430,30430,"Cannabis dependence\, unspecified"
DIAGNOSIS_30431,30431,"Cannabis dependence\, continuous"
DIAGNOSIS_30432,30432,"Cannabis dependence\, episodic"
DIAGNOSIS_30433,30433,"Cannabis dependence\, in remission"
DIAGNOSIS_30440,30440,"Amphetamine and other psychostimulant dependence\, unspecified"
DIAGNOSIS_30441,30441,"Amphetamine and other psychostimulant dependence\, continuous"
DIAGNOSIS_30442,30442,"Amphetamine and other psychostimulant dependence\, episodic"
DIAGNOSIS_30443,30443,"Amphetamine and other psychostimulant dependence\, in remission"
DIAGNOSIS_30450,30450,"Hallucinogen dependence\, unspecified"
DIAGNOSIS_30451,30451,"Hallucinogen dependence\, continuous"
DIAGNOSIS_30452,30452,"Hallucinogen dependence\, episodic"
DIAGNOSIS_30453,30453,"Hallucinogen dependence\, in remission"
DIAGNOSIS_30460,30460,"Other specified drug dependence\, unspecified"
DIAGNOSIS_2703,2703,"Disturbances of branched-chain amino-acid metabolism"
DIAGNOSIS_2704,2704,"Disturbances of sulphur-bearing amino-acid metabolism"
DIAGNOSIS_2705,2705,"Disturbances of histidine metabolism"
DIAGNOSIS_2706,2706,"Disorders of urea cycle metabolism"
DIAGNOSIS_2707,2707,"Other disturbances of straight-chain amino-acid metabolism"
DIAGNOSIS_2708,2708,"Other specified disorders of amino-acid metabolism"
DIAGNOSIS_2709,2709,"Unspecified disorder of amino-acid metabolism"
DIAGNOSIS_2710,2710,"Glycogenosis"
DIAGNOSIS_2711,2711,"Galactosemia"
DIAGNOSIS_2712,2712,"Hereditary fructose intolerance"
DIAGNOSIS_2713,2713,"Intestinal disaccharidase deficiencies and disaccharide malabsorption"
DIAGNOSIS_2714,2714,"Renal glycosuria"
DIAGNOSIS_2718,2718,"Other specified disorders of carbohydrate transport and metabolism"
DIAGNOSIS_2719,2719,"Unspecified disorder of carbohydrate transport and metabolism"
DIAGNOSIS_2720,2720,"Pure hypercholesterolemia"
DIAGNOSIS_2721,2721,"Pure hyperglyceridemia"
DIAGNOSIS_2722,2722,"Mixed hyperlipidemia"
DIAGNOSIS_2723,2723,"Hyperchylomicronemia"
DIAGNOSIS_2724,2724,"Other and unspecified hyperlipidemia"
DIAGNOSIS_2725,2725,"Lipoprotein deficiencies"
DIAGNOSIS_2726,2726,"Lipodystrophy"
DIAGNOSIS_2727,2727,"Lipidoses"
DIAGNOSIS_2728,2728,"Other disorders of lipoid metabolism"
DIAGNOSIS_2729,2729,"Unspecified disorder of lipoid metabolism"
DIAGNOSIS_2730,2730,"Polyclonal hypergammaglobulinemia"
DIAGNOSIS_2731,2731,"Monoclonal paraproteinemia"
DIAGNOSIS_2732,2732,"Other paraproteinemias"
DIAGNOSIS_2733,2733,"Macroglobulinemia"
DIAGNOSIS_2734,2734,"Alpha-1-antitrypsin deficiency"
DIAGNOSIS_2738,2738,"Other disorders of plasma protein metabolism"
DIAGNOSIS_2739,2739,"Unspecified disorder of plasma protein metabolism"
DIAGNOSIS_27400,27400,"Gouty arthropathy\, unspecified"
DIAGNOSIS_27401,27401,"Acute gouty arthropathy"
DIAGNOSIS_27402,27402,"Chronic gouty arthropathy without mention of tophus (tophi)"
DIAGNOSIS_27403,27403,"Chronic gouty arthropathy with tophus (tophi)"
DIAGNOSIS_27410,27410,"Gouty nephropathy\, unspecified"
DIAGNOSIS_27411,27411,"Uric acid nephrolithiasis"
DIAGNOSIS_27419,27419,"Other gouty nephropathy"
DIAGNOSIS_27481,27481,"Gouty tophi of ear"
DIAGNOSIS_27482,27482,"Gouty tophi of other sites\, except ear"
DIAGNOSIS_27489,27489,"Gout with other specified manifestations"
DIAGNOSIS_2749,2749,"Gout\, unspecified"
DIAGNOSIS_27501,27501,"Hereditary hemochromatosis"
DIAGNOSIS_27502,27502,"Hemochromatosis due to repeated red blood cell transfusions"
DIAGNOSIS_27503,27503,"Other hemochromatosis"
DIAGNOSIS_27509,27509,"Other disorders of iron metabolism"
DIAGNOSIS_2751,2751,"Disorders of copper metabolism"
DIAGNOSIS_2752,2752,"Disorders of magnesium metabolism"
DIAGNOSIS_2753,2753,"Disorders of phosphorus metabolism"
DIAGNOSIS_27540,27540,"Unspecified disorder of calcium metabolism"
DIAGNOSIS_27541,27541,"Hypocalcemia"
DIAGNOSIS_27542,27542,"Hypercalcemia"
DIAGNOSIS_27549,27549,"Other disorders of calcium metabolism"
DIAGNOSIS_2755,2755,"Hungry bone syndrome"
DIAGNOSIS_2758,2758,"Other specified disorders of mineral metabolism"
DIAGNOSIS_2759,2759,"Unspecified disorder of mineral metabolism"
DIAGNOSIS_2760,2760,"Hyperosmolality and/or hypernatremia"
DIAGNOSIS_2761,2761,"Hyposmolality and/or hyponatremia"
DIAGNOSIS_2762,2762,"Acidosis"
DIAGNOSIS_2763,2763,"Alkalosis"
DIAGNOSIS_27652,27652,"Hypovolemia"
DIAGNOSIS_27661,27661,"Transfusion associated circulatory overload"
DIAGNOSIS_27669,27669,"Other fluid overload"
DIAGNOSIS_2767,2767,"Hyperpotassemia"
DIAGNOSIS_2768,2768,"Hypopotassemia"
DIAGNOSIS_2769,2769,"Electrolyte and fluid disorders not elsewhere classified"
DIAGNOSIS_27700,27700,"Cystic fibrosis without mention of meconium ileus"
